Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,is_holiday,temperature_2m_max,temperature_2m_min,precipitation_sum,total_spend_x,avg_spend_x,purchase_count_x,total_spend_y,avg_spend_y,purchase_count_y,total_spend,avg_spend,purchase_count
414,2023-05-09,cust414,male,48,beauty,4,25,100,0,19.2,9.6,0.0,100,100.0,1,100,100.0,1,100,100.0,1
415,2023-01-27,cust415,male,53,clothing,2,30,60,0,6.0,-1.7,0.0,60,60.0,1,60,60.0,1,60,60.0,1
416,2023-02-17,cust416,male,53,electronics,4,500,2000,0,15.3,-1.1,8.1,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
417,2023-11-21,cust417,male,43,electronics,3,300,900,0,9.0,-1.4,10.5,900,900.0,1,900,900.0,1,900,900.0,1
418,2023-08-05,cust418,female,60,electronics,2,500,1000,0,30.6,18.2,0.2,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
419,2023-05-22,cust419,female,44,clothing,3,30,90,0,22.9,12.2,0.2,90,90.0,1,90,90.0,1,90,90.0,1
420,2023-01-23,cust420,female,22,clothing,4,500,2000,0,2.9,0.3,14.4,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
421,2023-01-02,cust421,female,37,clothing,3,500,1500,1,12.7,4.4,0.6,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
422,2023-06-20,cust422,female,28,clothing,3,30,90,0,23.4,16.3,0.0,90,90.0,1,90,90.0,1,90,90.0,1
423,2023-03-08,cust423,female,27,clothing,1,25,25,0,9.3,-2.2,0.0,25,25.0,1,25,25.0,1,25,25.0,1
424,2023-11-23,cust424,male,57,beauty,4,300,1200,1,11.1,5.0,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
425,2023-05-15,cust425,female,55,electronics,4,30,120,0,25.2,9.6,0.0,120,120.0,1,120,120.0,1,120,120.0,1
426,2023-03-24,cust426,male,23,electronics,3,50,150,0,12.2,5.0,0.2,150,150.0,1,150,150.0,1,150,150.0,1
427,2023-08-15,cust427,male,25,electronics,1,25,25,0,26.9,21.1,20.3,25,25.0,1,25,25.0,1,25,25.0,1
428,2023-10-10,cust428,female,40,electronics,4,50,200,0,17.9,7.7,0.0,200,200.0,1,200,200.0,1,200,200.0,1
429,2023-12-28,cust429,male,64,electronics,2,25,50,0,11.6,8.7,38.5,50,50.0,1,50,50.0,1,50,50.0,1
430,2023-08-07,cust430,female,43,electronics,3,300,900,0,27.6,21.9,37.9,900,900.0,1,900,900.0,1,900,900.0,1
431,2023-10-15,cust431,male,63,electronics,4,300,1200,0,16.5,8.9,0.9,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
432,2023-01-05,cust432,female,60,electronics,2,500,1000,0,13.0,7.3,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
433,2023-02-27,cust433,male,29,beauty,4,50,200,0,4.8,-2.3,5.3,200,200.0,1,200,200.0,1,200,200.0,1
434,2023-02-08,cust434,female,43,electronics,2,25,50,0,10.3,0.5,0.6,50,50.0,1,50,50.0,1,50,50.0,1
435,2023-12-20,cust435,female,30,beauty,3,300,900,0,7.5,-3.8,0.0,900,900.0,1,900,900.0,1,900,900.0,1
436,2023-03-18,cust436,female,57,clothing,4,30,120,0,10.9,2.9,0.7,120,120.0,1,120,120.0,1,120,120.0,1
437,2023-10-07,cust437,female,35,electronics,4,300,1200,0,20.5,11.6,59.9,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
438,2023-01-19,cust438,female,42,clothing,1,30,30,0,5.5,2.3,24.1,30,30.0,1,30,30.0,1,30,30.0,1
439,2023-07-09,cust439,male,50,clothing,3,25,75,0,26.8,21.4,18.6,75,75.0,1,75,75.0,1,75,75.0,1
440,2023-10-26,cust440,male,64,clothing,2,300,600,0,25.8,9.2,0.0,600,600.0,1,600,600.0,1,600,600.0,1
441,2023-10-10,cust441,male,57,beauty,4,300,1200,0,17.9,7.7,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
442,2023-03-17,cust442,female,60,clothing,4,25,100,0,14.2,2.4,0.0,100,100.0,1,100,100.0,1,100,100.0,1
443,2023-08-09,cust443,male,29,clothing,2,300,600,0,29.4,19.6,0.1,600,600.0,1,600,600.0,1,600,600.0,1
444,2023-03-07,cust444,female,61,clothing,3,30,90,0,7.3,0.5,2.7,90,90.0,1,90,90.0,1,90,90.0,1
445,2023-01-22,cust445,female,53,electronics,1,300,300,0,5.5,-3.5,7.9,300,300.0,1,300,300.0,1,300,300.0,1
446,2023-06-07,cust446,male,21,electronics,1,50,50,0,25.0,13.1,0.0,50,50.0,1,50,50.0,1,50,50.0,1
447,2023-07-06,cust447,male,22,beauty,4,500,2000,0,31.2,21.4,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
448,2023-01-21,cust448,female,54,beauty,2,30,60,0,6.0,-2.4,0.1,60,60.0,1,60,60.0,1,60,60.0,1
449,2023-07-03,cust449,male,25,electronics,4,50,200,0,31.0,22.2,17.8,200,200.0,1,200,200.0,1,200,200.0,1
450,2023-04-18,cust450,female,59,beauty,2,25,50,0,14.3,6.6,0.1,50,50.0,1,50,50.0,1,50,50.0,1
451,2023-12-16,cust451,female,45,electronics,1,30,30,0,11.4,2.8,0.0,30,30.0,1,30,30.0,1,30,30.0,1
452,2023-05-08,cust452,female,48,clothing,3,500,1500,0,23.6,12.7,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
453,2023-12-08,cust453,female,26,clothing,2,500,1000,0,9.0,-2.1,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
454,2023-02-22,cust454,female,46,beauty,1,25,25,0,5.5,-0.9,4.4,25,25.0,1,25,25.0,1,25,25.0,1
455,2023-07-01,cust455,male,31,electronics,4,25,100,0,26.8,17.6,0.1,100,100.0,1,100,100.0,1,100,100.0,1
456,2023-10-14,cust456,male,57,electronics,2,30,60,0,11.8,9.3,15.4,60,60.0,1,60,60.0,1,60,60.0,1
457,2023-07-28,cust457,female,58,beauty,3,300,900,0,34.1,21.3,0.0,900,900.0,1,900,900.0,1,900,900.0,1
458,2023-11-14,cust458,female,39,electronics,4,25,100,0,11.1,2.0,0.0,100,100.0,1,100,100.0,1,100,100.0,1
459,2023-03-21,cust459,male,28,clothing,4,300,1200,0,15.7,-1.1,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
460,2023-05-02,cust460,male,40,beauty,1,50,50,0,13.3,8.3,0.8,50,50.0,1,50,50.0,1,50,50.0,1
461,2023-03-25,cust461,female,18,beauty,2,500,1000,0,7.4,2.8,11.5,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
462,2023-04-01,cust462,male,63,electronics,4,300,1200,0,19.6,10.5,10.1,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
463,2023-07-31,cust463,female,54,beauty,3,500,1500,0,29.4,15.4,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
464,2023-01-13,cust464,male,38,electronics,2,300,600,0,12.6,2.8,1.4,600,600.0,1,600,600.0,1,600,600.0,1
465,2023-04-02,cust465,female,43,electronics,3,50,150,0,9.7,2.4,0.0,150,150.0,1,150,150.0,1,150,150.0,1
466,2023-06-20,cust466,male,63,electronics,4,25,100,0,23.4,16.3,0.0,100,100.0,1,100,100.0,1,100,100.0,1
467,2023-07-30,cust467,female,53,electronics,3,50,150,0,26.2,17.6,0.0,150,150.0,1,150,150.0,1,150,150.0,1
468,2023-12-09,cust468,male,40,electronics,1,25,25,0,13.4,1.0,0.0,25,25.0,1,25,25.0,1,25,25.0,1
469,2023-05-08,cust469,male,18,beauty,3,25,75,0,23.6,12.7,0.0,75,75.0,1,75,75.0,1,75,75.0,1
470,2023-05-17,cust470,female,57,clothing,2,500,1000,0,17.4,9.6,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
471,2023-03-23,cust471,male,32,clothing,3,50,150,0,14.8,5.1,2.8,150,150.0,1,150,150.0,1,150,150.0,1
472,2023-12-26,cust472,female,38,beauty,3,300,900,0,7.6,2.9,0.0,900,900.0,1,900,900.0,1,900,900.0,1
473,2023-02-25,cust473,male,64,beauty,1,50,50,0,0.1,-5.7,0.7,50,50.0,1,50,50.0,1,50,50.0,1
474,2023-07-15,cust474,female,26,clothing,3,500,1500,0,29.4,20.3,7.9,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
475,2023-01-20,cust475,male,26,clothing,3,25,75,0,8.9,1.7,0.1,75,75.0,1,75,75.0,1,75,75.0,1
476,2023-08-29,cust476,female,27,clothing,4,500,2000,0,27.5,17.6,1.6,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
477,2023-04-24,cust477,male,43,clothing,4,30,120,0,16.1,6.2,0.0,120,120.0,1,120,120.0,1,120,120.0,1
478,2023-04-13,cust478,female,58,clothing,2,30,60,0,31.0,11.8,0.0,60,60.0,1,60,60.0,1,60,60.0,1
479,2023-08-24,cust479,male,52,electronics,4,300,1200,0,24.3,19.4,2.2,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
480,2023-06-29,cust480,female,42,beauty,4,500,2000,0,28.5,16.1,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
481,2023-06-06,cust481,female,43,electronics,4,300,1200,0,25.7,14.5,0.2,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
482,2023-04-27,cust482,female,28,clothing,4,300,1200,0,13.4,7.2,0.7,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
483,2023-04-25,cust483,male,55,clothing,1,30,30,0,15.1,5.4,0.3,30,30.0,1,30,30.0,1,30,30.0,1
484,2023-01-13,cust484,female,19,clothing,4,300,1200,0,12.6,2.8,1.4,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
485,2023-12-04,cust485,male,24,electronics,1,30,30,0,10.8,4.1,0.0,30,30.0,1,30,30.0,1,30,30.0,1
486,2023-04-09,cust486,female,35,electronics,1,25,25,0,11.6,1.1,0.0,25,25.0,1,25,25.0,1,25,25.0,1
487,2023-07-24,cust487,male,44,clothing,4,500,2000,0,28.6,18.5,1.9,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
488,2023-06-18,cust488,female,51,electronics,3,300,900,0,26.4,15.6,0.0,900,900.0,1,900,900.0,1,900,900.0,1
489,2023-05-23,cust489,male,44,electronics,1,30,30,0,19.3,10.7,0.0,30,30.0,1,30,30.0,1,30,30.0,1
490,2023-02-05,cust490,male,34,clothing,3,50,150,0,9.0,-4.5,0.0,150,150.0,1,150,150.0,1,150,150.0,1
491,2023-05-23,cust491,female,60,electronics,3,300,900,0,19.3,10.7,0.0,900,900.0,1,900,900.0,1,900,900.0,1
492,2023-06-29,cust492,male,61,beauty,4,25,100,0,28.5,16.1,0.0,100,100.0,1,100,100.0,1,100,100.0,1
493,2023-11-25,cust493,male,41,beauty,2,25,50,0,4.1,-3.2,0.0,50,50.0,1,50,50.0,1,50,50.0,1
494,2023-09-18,cust494,female,42,beauty,4,50,200,0,21.4,16.1,13.9,200,200.0,1,200,200.0,1,200,200.0,1
495,2023-07-24,cust495,male,24,beauty,2,30,60,0,28.6,18.5,1.9,60,60.0,1,60,60.0,1,60,60.0,1
496,2023-12-14,cust496,male,23,clothing,2,300,600,0,4.5,-3.3,0.0,600,600.0,1,600,600.0,1,600,600.0,1
497,2023-10-02,cust497,male,41,clothing,4,30,120,0,25.3,14.7,0.0,120,120.0,1,120,120.0,1,120,120.0,1
498,2023-06-19,cust498,female,50,clothing,4,25,100,1,25.1,16.2,1.4,100,100.0,1,100,100.0,1,100,100.0,1
499,2023-01-15,cust499,male,46,beauty,2,30,60,0,5.0,-1.8,0.0,60,60.0,1,60,60.0,1,60,60.0,1
500,2023-03-01,cust500,female,60,beauty,4,25,100,0,5.7,-2.6,3.5,100,100.0,1,100,100.0,1,100,100.0,1
501,2023-05-14,cust501,male,39,electronics,2,30,60,0,22.8,12.5,0.0,60,60.0,1,60,60.0,1,60,60.0,1
502,2023-04-02,cust502,male,43,electronics,3,50,150,0,9.7,2.4,0.0,150,150.0,1,150,150.0,1,150,150.0,1
503,2023-10-25,cust503,male,45,beauty,4,500,2000,0,21.9,7.6,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
504,2023-05-16,cust504,female,38,beauty,3,50,150,0,27.6,12.7,0.0,150,150.0,1,150,150.0,1,150,150.0,1
505,2023-01-20,cust505,male,24,beauty,1,50,50,0,8.9,1.7,0.1,50,50.0,1,50,50.0,1,50,50.0,1
506,2023-02-25,cust506,male,34,beauty,3,500,1500,0,0.1,-5.7,0.7,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
507,2023-11-02,cust507,female,37,electronics,3,500,1500,0,9.6,-0.4,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
508,2023-08-11,cust508,male,58,beauty,2,300,600,0,29.1,18.0,0.1,600,600.0,1,600,600.0,1,600,600.0,1
509,2023-06-26,cust509,female,37,electronics,3,300,900,0,25.4,19.0,4.6,900,900.0,1,900,900.0,1,900,900.0,1
510,2023-06-10,cust510,female,39,beauty,4,50,200,0,26.2,12.2,0.2,200,200.0,1,200,200.0,1,200,200.0,1
511,2023-08-12,cust511,male,45,beauty,2,50,100,0,28.0,17.0,8.6,100,100.0,1,100,100.0,1,100,100.0,1
512,2023-11-07,cust512,female,57,beauty,1,25,25,0,20.2,10.7,5.7,25,25.0,1,25,25.0,1,25,25.0,1
513,2023-09-19,cust513,male,24,electronics,4,25,100,0,23.3,13.0,0.0,100,100.0,1,100,100.0,1,100,100.0,1
514,2023-03-01,cust514,female,18,electronics,1,300,300,0,5.7,-2.6,3.5,300,300.0,1,300,300.0,1,300,300.0,1
515,2023-07-17,cust515,female,49,clothing,3,300,900,0,31.7,19.9,0.1,900,900.0,1,900,900.0,1,900,900.0,1
516,2023-10-23,cust516,male,30,beauty,4,25,100,0,16.0,6.4,0.0,100,100.0,1,100,100.0,1,100,100.0,1
517,2023-04-08,cust517,female,47,clothing,4,25,100,0,10.3,1.6,0.0,100,100.0,1,100,100.0,1,100,100.0,1
518,2023-05-11,cust518,female,40,clothing,1,30,30,0,25.3,9.4,0.0,30,30.0,1,30,30.0,1,30,30.0,1
519,2023-01-23,cust519,female,36,electronics,4,30,120,0,2.9,0.3,14.4,120,120.0,1,120,120.0,1,120,120.0,1
520,2023-12-29,cust520,female,49,electronics,4,25,100,0,13.3,7.1,0.3,100,100.0,1,100,100.0,1,100,100.0,1
521,2023-08-12,cust521,female,47,clothing,4,30,120,0,28.0,17.0,8.6,120,120.0,1,120,120.0,1,120,120.0,1
522,2023-01-01,cust522,male,46,beauty,3,500,1500,0,11.8,4.8,1.1,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
523,2023-09-24,cust523,female,62,electronics,1,300,300,0,19.7,15.9,17.5,300,300.0,1,300,300.0,1,300,300.0,1
524,2023-10-03,cust524,male,46,beauty,4,300,1200,0,27.3,13.0,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
525,2023-12-18,cust525,female,47,beauty,2,25,50,0,15.5,4.5,75.9,50,50.0,1,50,50.0,1,50,50.0,1
526,2023-12-10,cust526,male,33,clothing,2,50,100,0,16.9,4.9,35.8,100,100.0,1,100,100.0,1,100,100.0,1
527,2023-04-11,cust527,male,57,clothing,2,25,50,0,22.9,6.3,0.0,50,50.0,1,50,50.0,1,50,50.0,1
528,2023-07-06,cust528,female,36,clothing,2,30,60,0,31.2,21.4,0.0,60,60.0,1,60,60.0,1,60,60.0,1
529,2023-08-09,cust529,female,35,clothing,3,50,150,0,29.4,19.6,0.1,150,150.0,1,150,150.0,1,150,150.0,1
530,2023-02-05,cust530,female,18,electronics,4,30,120,0,9.0,-4.5,0.0,120,120.0,1,120,120.0,1,120,120.0,1
531,2023-12-07,cust531,male,31,electronics,1,500,500,0,3.4,-3.4,0.0,500,500.0,1,500,500.0,1,500,500.0,1
532,2023-06-19,cust532,female,64,clothing,4,30,120,1,25.1,16.2,1.4,120,120.0,1,120,120.0,1,120,120.0,1
533,2023-11-16,cust533,male,19,electronics,3,500,1500,0,17.7,1.8,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
534,2023-06-10,cust534,male,45,clothing,2,500,1000,0,26.2,12.2,0.2,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
535,2023-12-06,cust535,male,47,beauty,3,30,90,0,4.9,-2.3,0.1,90,90.0,1,90,90.0,1,90,90.0,1
536,2023-03-05,cust536,female,55,beauty,4,30,120,0,12.1,-0.5,0.0,120,120.0,1,120,120.0,1,120,120.0,1
537,2023-06-03,cust537,female,21,beauty,1,500,500,0,20.0,13.3,3.5,500,500.0,1,500,500.0,1,500,500.0,1
538,2023-09-17,cust538,male,18,clothing,3,50,150,0,24.1,11.7,0.5,150,150.0,1,150,150.0,1,150,150.0,1
539,2023-06-08,cust539,male,25,beauty,1,500,500,0,22.3,10.6,0.0,500,500.0,1,500,500.0,1,500,500.0,1
540,2023-12-08,cust540,female,46,electronics,3,300,900,0,9.0,-2.1,0.0,900,900.0,1,900,900.0,1,900,900.0,1
541,2023-07-29,cust541,male,56,beauty,1,500,500,0,33.8,21.7,4.3,500,500.0,1,500,500.0,1,500,500.0,1
542,2023-06-17,cust542,female,20,beauty,1,50,50,0,25.3,14.7,0.1,50,50.0,1,50,50.0,1,50,50.0,1
543,2023-07-26,cust543,male,49,beauty,2,300,600,0,30.0,17.0,0.4,600,600.0,1,600,600.0,1,600,600.0,1
544,2023-12-23,cust544,female,27,electronics,1,25,25,0,5.9,-3.5,0.5,25,25.0,1,25,25.0,1,25,25.0,1
545,2023-06-01,cust545,male,27,clothing,2,25,50,0,27.3,12.2,0.0,50,50.0,1,50,50.0,1,50,50.0,1
546,2023-10-11,cust546,female,36,electronics,4,50,200,0,20.6,8.0,0.0,200,200.0,1,200,200.0,1,200,200.0,1
547,2023-03-07,cust547,male,63,clothing,4,500,2000,0,7.3,0.5,2.7,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
548,2023-04-09,cust548,female,51,clothing,2,30,60,0,11.6,1.1,0.0,60,60.0,1,60,60.0,1,60,60.0,1
549,2023-08-04,cust549,female,50,beauty,2,50,100,0,27.4,18.3,0.9,100,100.0,1,100,100.0,1,100,100.0,1
550,2023-12-07,cust550,male,40,clothing,3,300,900,0,3.4,-3.4,0.0,900,900.0,1,900,900.0,1,900,900.0,1
551,2023-07-14,cust551,male,45,electronics,3,300,900,0,28.1,21.2,36.7,900,900.0,1,900,900.0,1,900,900.0,1
552,2023-12-13,cust552,female,49,electronics,3,25,75,0,7.4,-0.4,0.0,75,75.0,1,75,75.0,1,75,75.0,1
553,2023-03-31,cust553,male,24,clothing,4,300,1200,0,9.9,-0.9,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
554,2023-11-12,cust554,female,46,beauty,3,50,150,0,7.0,-0.3,0.0,150,150.0,1,150,150.0,1,150,150.0,1
555,2023-10-19,cust555,male,25,beauty,1,300,300,0,17.9,7.1,0.0,300,300.0,1,300,300.0,1,300,300.0,1
556,2023-06-04,cust556,female,18,electronics,1,50,50,0,21.3,10.3,0.1,50,50.0,1,50,50.0,1,50,50.0,1
557,2023-07-27,cust557,female,20,beauty,3,30,90,0,33.8,22.2,0.7,90,90.0,1,90,90.0,1,90,90.0,1
558,2023-10-08,cust558,female,41,clothing,1,25,25,0,16.8,9.3,0.0,25,25.0,1,25,25.0,1,25,25.0,1
559,2023-01-01,cust559,female,40,clothing,4,300,1200,0,11.8,4.8,1.1,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
560,2023-06-05,cust560,female,25,electronics,1,50,50,0,23.9,11.4,0.0,50,50.0,1,50,50.0,1,50,50.0,1
561,2023-05-27,cust561,female,64,clothing,4,500,2000,0,24.2,9.8,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
562,2023-04-18,cust562,male,54,electronics,2,25,50,0,14.3,6.6,0.1,50,50.0,1,50,50.0,1,50,50.0,1
563,2023-08-09,cust563,male,20,clothing,2,30,60,0,29.4,19.6,0.1,60,60.0,1,60,60.0,1,60,60.0,1
564,2023-10-24,cust564,male,50,electronics,2,50,100,0,17.6,4.2,0.0,100,100.0,1,100,100.0,1,100,100.0,1
565,2023-11-07,cust565,female,45,beauty,2,30,60,0,20.2,10.7,5.7,60,60.0,1,60,60.0,1,60,60.0,1
566,2023-12-02,cust566,female,64,clothing,1,30,30,0,16.1,4.3,0.0,30,30.0,1,30,30.0,1,30,30.0,1
567,2023-06-14,cust567,female,25,clothing,3,300,900,0,24.6,14.7,9.5,900,900.0,1,900,900.0,1,900,900.0,1
568,2023-08-27,cust568,female,51,electronics,1,300,300,0,28.2,18.3,0.5,300,300.0,1,300,300.0,1,300,300.0,1
569,2023-08-15,cust569,male,52,electronics,4,50,200,0,26.9,21.1,20.3,200,200.0,1,200,200.0,1,200,200.0,1
570,2023-08-15,cust570,male,49,clothing,1,500,500,0,26.9,21.1,20.3,500,500.0,1,500,500.0,1,500,500.0,1
571,2023-12-12,cust571,female,41,electronics,1,50,50,0,6.1,-2.4,0.0,50,50.0,1,50,50.0,1,50,50.0,1
572,2023-04-20,cust572,male,31,clothing,4,500,2000,0,15.8,5.7,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
573,2023-09-19,cust573,male,49,beauty,2,30,60,0,23.3,13.0,0.0,60,60.0,1,60,60.0,1,60,60.0,1
574,2023-08-31,cust574,female,63,electronics,2,25,50,0,25.0,17.0,0.0,50,50.0,1,50,50.0,1,50,50.0,1
575,2023-03-28,cust575,male,60,clothing,2,50,100,0,11.1,3.0,0.6,100,100.0,1,100,100.0,1,100,100.0,1
576,2023-12-04,cust576,female,33,beauty,3,50,150,0,10.8,4.1,0.0,150,150.0,1,150,150.0,1,150,150.0,1
577,2023-02-13,cust577,male,21,beauty,4,500,2000,0,13.2,2.4,1.2,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
578,2023-05-26,cust578,female,54,clothing,4,30,120,0,22.1,9.9,0.0,120,120.0,1,120,120.0,1,120,120.0,1
579,2023-09-21,cust579,female,38,electronics,1,30,30,0,22.7,11.4,0.0,30,30.0,1,30,30.0,1,30,30.0,1
580,2023-12-06,cust580,female,31,clothing,3,500,1500,0,4.9,-2.3,0.1,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
581,2023-11-21,cust581,female,48,beauty,2,30,60,0,9.0,-1.4,10.5,60,60.0,1,60,60.0,1,60,60.0,1
582,2023-11-14,cust582,male,35,clothing,3,300,900,0,11.1,2.0,0.0,900,900.0,1,900,900.0,1,900,900.0,1
583,2023-06-21,cust583,female,24,electronics,4,25,100,0,22.8,15.4,0.3,100,100.0,1,100,100.0,1,100,100.0,1
584,2023-02-17,cust584,female,27,beauty,4,50,200,0,15.3,-1.1,8.1,200,200.0,1,200,200.0,1,200,200.0,1
585,2023-05-01,cust585,female,24,clothing,1,25,25,0,15.6,7.4,1.6,25,25.0,1,25,25.0,1,25,25.0,1
586,2023-12-11,cust586,male,50,electronics,1,50,50,0,8.8,2.0,19.2,50,50.0,1,50,50.0,1,50,50.0,1
587,2023-06-08,cust587,female,40,beauty,4,300,1200,0,22.3,10.6,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
588,2023-04-26,cust588,male,38,electronics,2,30,60,0,13.8,6.0,0.9,60,60.0,1,60,60.0,1,60,60.0,1
589,2023-04-12,cust589,female,36,beauty,2,500,1000,0,27.4,15.4,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
590,2023-03-17,cust590,male,36,clothing,3,300,900,0,14.2,2.4,0.0,900,900.0,1,900,900.0,1,900,900.0,1
591,2023-01-13,cust591,male,53,electronics,4,25,100,0,12.6,2.8,1.4,100,100.0,1,100,100.0,1,100,100.0,1
592,2023-01-24,cust592,female,46,beauty,4,500,2000,0,7.6,-1.2,0.0,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
593,2023-05-06,cust593,male,35,electronics,2,30,60,0,20.9,6.5,0.0,60,60.0,1,60,60.0,1,60,60.0,1
594,2023-09-01,cust594,female,19,electronics,2,300,600,0,24.3,13.6,0.0,600,600.0,1,600,600.0,1,600,600.0,1
595,2023-11-09,cust595,female,18,clothing,4,500,2000,0,15.2,2.6,0.4,2000,2000.0,1,2000,2000.0,1,2000,2000.0,1
596,2023-02-07,cust596,female,64,electronics,1,300,300,0,3.6,-4.2,2.7,300,300.0,1,300,300.0,1,300,300.0,1
597,2023-08-22,cust597,male,22,beauty,4,300,1200,0,26.0,17.8,0.0,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
598,2023-08-01,cust598,male,37,beauty,4,30,120,0,26.9,16.9,0.0,120,120.0,1,120,120.0,1,120,120.0,1
599,2023-11-19,cust599,female,28,beauty,2,50,100,0,12.3,1.0,0.0,100,100.0,1,100,100.0,1,100,100.0,1
600,2023-10-22,cust600,female,59,beauty,2,500,1000,0,13.8,8.5,0.0,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
601,2023-04-10,cust601,male,19,clothing,1,30,30,0,17.7,2.1,0.0,30,30.0,1,30,30.0,1,30,30.0,1
602,2023-12-23,cust602,female,20,electronics,1,300,300,0,5.9,-3.5,0.5,300,300.0,1,300,300.0,1,300,300.0,1
603,2023-07-16,cust603,female,40,clothing,3,30,90,0,25.9,21.7,41.4,90,90.0,1,90,90.0,1,90,90.0,1
604,2023-09-11,cust604,female,29,electronics,4,50,200,0,27.5,19.8,2.8,200,200.0,1,200,200.0,1,200,200.0,1
605,2023-07-24,cust605,male,37,electronics,2,500,1000,0,28.6,18.5,1.9,1000,1000.0,1,1000,1000.0,1,1000,1000.0,1
606,2023-05-05,cust606,male,22,electronics,1,50,50,0,17.0,6.8,3.3,50,50.0,1,50,50.0,1,50,50.0,1
607,2023-03-17,cust607,male,54,clothing,3,25,75,0,14.2,2.4,0.0,75,75.0,1,75,75.0,1,75,75.0,1
608,2023-12-02,cust608,female,55,electronics,3,500,1500,0,16.1,4.3,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
609,2023-12-19,cust609,female,47,clothing,2,50,100,0,6.0,-1.5,0.0,100,100.0,1,100,100.0,1,100,100.0,1
610,2023-01-03,cust610,female,26,beauty,2,300,600,0,12.7,6.2,9.4,600,600.0,1,600,600.0,1,600,600.0,1
611,2023-02-24,cust611,male,51,beauty,3,500,1500,0,7.3,-3.2,0.0,1500,1500.0,1,1500,1500.0,1,1500,1500.0,1
612,2023-08-06,cust612,female,61,electronics,1,500,500,0,29.8,18.0,0.0,500,500.0,1,500,500.0,1,500,500.0,1
613,2023-04-23,cust613,female,52,clothing,3,30,90,0,19.1,9.9,15.9,90,90.0,1,90,90.0,1,90,90.0,1
614,2023-04-01,cust614,female,39,beauty,4,300,1200,0,19.6,10.5,10.1,1200,1200.0,1,1200,1200.0,1,1200,1200.0,1
615,2023-12-23,cust615,female,61,clothing,4,25,100,0,5.9,-3.5,0.5,100,100.0,1,100,100.0,1,100,100.0,1
616,2023-09-23,cust616,male,41,clothing,2,50,100,0,16.3,13.5,42.3,100,100.0,1,100,100.0,1,100,100.0,1
617,2023-08-26,cust617,male,34,electronics,1,30,30,0,30.1,19.8,0.4,30,30.0,1,30,30.0,1,30,30.0,1
618,2023-01-26,cust618,female,27,beauty,1,50,50,0,11.8,2.3,12.9,50,50.0,1,50,50.0,1,50,50.0,1
619,2023-10-13,cust619,male,47,electronics,4,25,100,0,17.5,8.6,0.0,100,100.0,1,100,100.0,1,100,100.0,1
620,2023-05-08,cust620,male,63,electronics,3,25,75,0,23.6,12.7,0.0,75,75.0,1,75,75.0,1,75,75.0,1
